Product Name,Total Profit,%Profit Contribution,%age Cummulative Profit Contribution
SV USB Sync Charge Cable E700 Silver,48,0,1.0034
Contoso Smart Battery M901 Black,45,0,1.0034
SV USB Data Cable E600 Black,43,0,1.0034
Contoso Reserve Pen - Tablet Pen E200 Gold,36,0,1.0034
Contoso Lens Cap Keeper E314 Pink,36,0,1.0034
WWI 2GB Spy Video Recorder Pen M300 White,23,0,1.0034
SV USB Data Cable E600 Grey,15,0,1.0034
Contoso Laptop Cooling Hub notebook fan with 4 ports USB hub E80 Black,15,0,1.0034
Contoso Laptop Cooling Hub notebook fan with 4 ports USB hub E80 Grey,-73,0,1.0034
Contoso 4G MP3 Player E400 Black,-159,0,1.0034
Contoso ADSL Modem Splitter/Filter X 3 E300 White,-219,0,1.0034
"Adventure Works 19"" Color Digital TV E35 Silver",-221,0,1.0034
Contoso Reserve Pen - Tablet Pen E200 Black,-241,0,1.0034
WWI Stereo Bluetooth Headphones New Generation M370 Yellow,-254,0,1.0034
Contoso Wireless Notebook Optical Mouse M35 White,-277,0,1.0034
Contoso ADSL Modem Splitter/Filter X 3 E300 Grey,-335,0,1.0034
Contoso 3 Handset Cordless Phone System E30 Grey,-566,0,1.0034
"Proseware Desk Jet All-in-One Printer, Scanner, Copier M350 Grey",-582,0,1.0033
Fabrikam Laptop8.9 M0801 Silver,-611,0,1.0033
Contoso Optical Wheel OEM PS/2 Mouse E60 White,-799,0,1.0033
"Adventure Works 20"" Analog CRT TV E45 White",-983,0,1.0033
Contoso Travel Charger for S-Series Battery E302 Black,-1108,0,1.0032
Contoso DVD 9-Inch Player Portable M300 Black,-1131,0,1.0032
Contoso Wireless Laser Mouse M55 Black,-1349,0,1.0032
Adventure Works Desktop PC2.30 MD230 Brown,-1474,0,1.0031
WWI Desktop PC1.80 E1800 White,-1684,0,1.0031
Proseware Laptop15 M510 White,-1725,0,1.003
SV Rechargeable Bluetooth Notebook Mouse E80 White,-1769,0,1.003
The Phone Company PDA Phone 4.7 inches L360 Silver,-2076,-0.0001,1.0029
NT Wireless Bluetooth Stereo Headphones M402 Purple,-2288,-0.0001,1.0029
NT Wireless Transmitter and Bluetooth Headphones M150 Black,-2592,-0.0001,1.0028
The Phone Company PDA Phone Unlocked 3.7 inches M510 Black,-2953,-0.0001,1.0027
Proseware LCD17 E200 Black,-3081,-0.0001,1.0026
Proseware Ink Jet Wireless All-In-One Printer M400 Black,-3115,-0.0001,1.0025
Adventure Works LCD20 M210 White,-3120,-0.0001,1.0025
Fabrikam Budget Moviemaker 2/3'' 17mm E100 White,-3217,-0.0001,1.0024
"Contoso SLR Camera 35"" X358 Gold",-3640,-0.0001,1.0023
Contoso Projector 1080p X981 White,-7778,-0.0002,1.002
WWI Desktop PC1.60 E1600 White,-12099,-0.0003,1.0017
"Adventure Works 20"" Analog CRT TV E45 Black",-14784,-0.0004,1.0013
The Phone Company Sharp Touch Screen Phones M910 Grey,-17206,-0.0005,1.0008
Adventure Works Desktop PC2.30 MD230 Silver,-28524,-0.0008,1
